"","competition","trial","culture_conditions","Condition","Timepoint_hr","CFU_per_mL_total","mean_CFU_per_mL","log_mean_CFU_per_mL","sem_CFU_per_mL","log_sem_CFU_per_mL","fold_change","log_fold_change","mean_fold_change","mean_log_fold_change"
"21","Pa14NR_Tn_Kp","trial_1","control","JV1_fresh_LB","T24",4.4e+09,4.7e+09,9.67209785793572,799404540.297101,8.90276661054953,1100,1.57899468725927,41.5211197070422,1.6182690566909
"22","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_JV450","T24",5.8e+07,89142857.1428571,7.95008654966817,12060223.0324251,7.08135533938422,29,0,1,0
"23","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_01_2_A05","T24",4.6e+09,2998571428.57143,9.47691439856814,757031887.64514,8.87911417320768,1533.33333333333,1.72323857906296,34.1903293569285,1.53390328439436
"24","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_02_2_A01","T24",7.2e+07,180285714.285714,8.25596131489386,53106234.1805888,7.72514550622849,17.1428571428571,-0.228314791865588,2.02992448996998,0.307479883135237
"25","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_02_3_A03","T24",3.2e+07,85714285.7142857,7.93305321036939,27184304.1948442,7.43431822134704,6.66666666666667,-0.638489256954637,0.989437552020228,-0.00461161092586463
"26","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_04_3_G05","T24",5.4e+07,99285714.2857143,7.99688676457586,33008450.783538,7.51862514165993,15,-0.286306738843275,1.1706085921192,0.068411707456498
"27","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_04_4_B05","T24",6.6e+07,119142857.142857,8.07606801062348,31891503.997317,7.50367500097182,17.3684210526316,-0.222637658973898,1.4377615791527,0.157686873916691
"28","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_06_1_A01","T24",3e+08,280666666.666667,8.44819083677999,55067635.181152,7.74089642658427,71.4285714285714,0.391473966422806,3.3661000917216,0.527127025673104
"29","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_06_1_C05","T24",1.8e+08,275714285.714286,8.44045926899352,39812485.6496733,7.60001929313892,31.0344827586207,0.0294465136414127,3.59396532434837,0.555573882590203
"30","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_08_1_A12","T24",3.2e+07,320857142.857143,8.50631171191118,232510053.9118,8.36644173685613,4.57142857142857,-0.802346059593307,3.65885073363221,0.563344692382984
"31","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_08_1_G07","T24",3.6e+09,3.1e+09,9.49136169383427,431497944.595888,8.63497873133097,1058.82352941176,1.56242558582608,45.4198701375672,1.65724588817041
"32","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_11_2_A06","T24",5.4e+07,6e+07,7.77815125038364,9110433.5791443,6.95953904618804,30,0.0147232568207064,0.936136617933994,-0.0286607665554589
"33","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_11_2_G10","T24",3e+08,130428571.428571,8.11537273752004,42532820.4605165,7.62872418285097,71.4285714285714,0.391473966422806,1.46073895081842,0.164572609946031
"34","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_12_4_C11","T24",2.4e+08,251666666.666667,8.40082569690952,27858770.8112026,7.44496195050544,60,0.315753252484688,3.12913491902651,0.495424289041204
"35","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_12_4_D09","T24",7.2e+08,269571428.571429,8.43067386015067,82813001.3782794,7.91809852499243,450,1.19081451587639,4.23853774870086,0.627216055366273
"36","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_14_1_D06","T24",3.6e+09,4457142857.14286,9.64905655400419,664349715.298868,8.82239675322746,900,1.49184451154037,54.8800430926926,1.73941444371384
"37","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_14_4_D12","T24",2.6e+08,135114285.714286,8.13070126966515,60181421.8626892,7.77946244428517,56.5217391304348,0.289817518390288,1.27079735361642,0.104076301755534
"38","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_14_4_G05","T24",9.2e+07,154428571.428571,8.18872765393905,66596102.110608,7.82344881053075,17.037037037037,-0.231003930376369,1.55207015192393,0.190911347015544
"39","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_15_2_B11","T24",6.8e+07,1.35e+08,8.13033376849501,49351508.8783659,7.69330043537507,20,-0.161368002234975,1.7842482316111,0.251455274994935
"40","Pa14NR_Tn_Kp","trial_1","co-culture","JV1_15_3_E03","T24",2.6e+08,234428571.428571,8.37001054103884,71771415.3017883,7.85595151041925,31.7073170731707,0.0387614976881452,2.65724366625955,0.424431380552498
"41","Pa14NR_Tn_Kp","trial_2","control","JV1_fresh_LB","T0",6400000,5314285.71428571,6.72544489986764,493495.101258347,5.69328284594785,NA,NA,NA,NA
"42","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_JV450","T0",4800000,4257142.85714286,6.629118224062,610564.587612366,5.7857316118681,NA,NA,NA,NA
"43","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_01_2_A05","T0",4800000,4200000,6.6232492903979,438612.531035027,5.64208103518834,NA,NA,NA,NA
"44","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_02_2_A01","T0",6e+06,4485714.28571429,6.65183160805896,337659.007642587,5.52847833977304,NA,NA,NA,NA
"45","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_02_3_A03","T0",4200000,4371428.57142857,6.64062338646732,410408.789074576,5.61321665279995,NA,NA,NA,NA
"46","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_04_3_G05","T0",4e+06,4371428.57142857,6.64062338646732,673906.269346076,5.82859949662952,NA,NA,NA,NA
"47","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_04_4_B05","T0",4800000,4142857.14285714,6.6172999578847,504672.049504448,5.70300925265895,NA,NA,NA,NA
"48","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_06_1_A01","T0",4200000,4033333.33333333,6.60566411559679,174483.364377365,5.24175402669053,NA,NA,NA,NA
"49","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_06_1_C05","T0",3400000,4228571.42857143,6.62619367104468,476951.772401863,5.6784744670094,NA,NA,NA,NA
"50","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_08_1_A12","T0",4200000,4428571.42857143,6.64626365382002,620949.459531544,5.79305625341362,NA,NA,NA,NA
"51","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_08_1_G07","T0",3e+06,3714285.71428571,6.56987530795656,433934.695234077,5.63742437551827,NA,NA,NA,NA
"52","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_11_2_A06","T0",4e+06,3600000,6.55630250076729,416333.199893227,5.61944104445757,NA,NA,NA,NA
"53","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_11_2_G10","T0",5e+06,4428571.42857143,6.64626365382002,466860.989667662,5.66918758633201,NA,NA,NA,NA
"54","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_12_4_C11","T0",4200000,4166666.66666667,6.61978875828839,578311.719096582,5.76216199307726,NA,NA,NA,NA
"55","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_12_4_D09","T0",5e+06,4085714.28571429,6.61126799311479,650065.40748882,5.81295705615417,NA,NA,NA,NA
"56","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_14_1_D06","T0",4400000,4171428.57142857,6.62028481143416,432993.06368264,5.63648093924371,NA,NA,NA,NA
"57","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_14_4_D12","T0",4600000,4542857.14285714,6.65732907997018,467443.473973639,5.66972910092923,NA,NA,NA,NA
"58","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_14_4_G05","T0",3600000,4342857.14285714,6.6377755435945,413381.607889728,5.61635115015849,NA,NA,NA,NA
"59","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_15_2_B11","T0",3e+06,3971428.57142857,6.59894675590382,506018.203001342,5.70416614000352,NA,NA,NA,NA
"60","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_15_3_E03","T0",4800000,4628571.42857143,6.66544697019236,692034.366650855,5.84012766219697,NA,NA,NA,NA
"61","Pa14NR_Tn_Kp","trial_2","control","JV1_fresh_LB","T24",3.6e+09,4.7e+09,9.67209785793572,799404540.297101,8.90276661054953,562.5,1.66793577059605,41.5211197070422,1.6182690566909
"62","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_JV450","T24",5.8e+07,89142857.1428571,7.95008654966817,12060223.0324251,7.08135533938422,12.0833333333333,0,1,0
"63","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_01_2_A05","T24",2.4e+09,2998571428.57143,9.47691439856814,757031887.64514,8.87911417320768,500,1.61678324814867,34.1903293569285,1.53390328439436
"64","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_02_2_A01","T24",3.8e+08,180285714.285714,8.25596131489386,53106234.1805888,7.72514550622849,63.3333333333333,0.719445590045817,2.02992448996998,0.307479883135237
"65","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_02_3_A03","T24",5.8e+07,85714285.7142857,7.93305321036939,27184304.1948442,7.43431822134704,13.8095238095238,0.0579919469776867,0.989437552020228,-0.00461161092586463
"66","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_04_3_G05","T24",6e+07,99285714.2857143,7.99688676457586,33008450.783538,7.51862514165993,15,0.0939045028683312,1.1706085921192,0.068411707456498
"67","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_04_4_B05","T24",7.8e+07,119142857.142857,8.07606801062348,31891503.997317,7.50367500097182,16.25,0.128666609127543,1.4377615791527,0.157686873916691
"68","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_06_1_A01","T24",5.4e+07,280666666.666667,8.44819083677999,55067635.181152,7.74089642658427,12.8571428571429,0.026957713237718,3.3661000917216,0.527127025673104
"69","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_06_1_C05","T24",2.8e+08,275714285.714286,8.44045926899352,39812485.6496733,7.60001929313892,82.3529411764706,0.833492358112614,3.59396532434837,0.555573882590203
"70","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_08_1_A12","T24",2.8e+07,320857142.857143,8.50631171191118,232510053.9118,8.36644173685613,6.66666666666667,-0.258278015243031,3.65885073363221,0.563344692382984
"71","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_08_1_G07","T24",2.6e+09,3.1e+09,9.49136169383427,431497944.595888,8.63497873133097,866.666666666667,1.85566533706381,45.4198701375672,1.65724588817041
"72","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_11_2_A06","T24",7.8e+07,6e+07,7.77815125038364,9110433.5791443,6.95953904618804,19.5,0.207847855175168,0.936136617933994,-0.0286607665554589
"73","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_11_2_G10","T24",4.8e+07,130428571.428571,8.11537273752004,42532820.4605165,7.62872418285097,9.6,-0.0999155231477817,1.46073895081842,0.164572609946031
"74","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_12_4_C11","T24",2e+08,251666666.666667,8.40082569690952,27858770.8112026,7.44496195050544,47.6190476190476,0.595593949078731,3.12913491902651,0.495424289041204
"75","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_12_4_D09","T24",2.4e+08,269571428.571429,8.43067386015067,82813001.3782794,7.91809852499243,48,0.599054481188237,4.23853774870086,0.627216055366273
"76","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_14_1_D06","T24",5e+09,4457142857.14286,9.64905655400419,664349715.298868,8.82239675322746,1136.36363636364,1.97333057166248,54.8800430926926,1.73941444371384
"77","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_14_4_D12","T24",7800000,135114285.714286,8.13070126966515,60181421.8626892,7.77946244428517,1.69565217391304,-0.852849985178444,1.27079735361642,0.104076301755534
"78","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_14_4_G05","T24",8.6e+07,154428571.428571,8.18872765393905,66596102.110608,7.82344881053075,23.8888888888889,0.29600919428893,1.55207015192393,0.190911347015544
"79","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_15_2_B11","T24",9.4e+07,1.35e+08,8.13033376849501,49351508.8783659,7.69330043537507,31.3333333333333,0.413819842692686,1.7842482316111,0.251455274994935
"80","Pa14NR_Tn_Kp","trial_2","co-culture","JV1_15_3_E03","T24",3.2e+08,234428571.428571,8.37001054103884,71771415.3017883,7.85595151041925,66.6666666666667,0.741721984756969,2.65724366625955,0.424431380552498
"81","Pa14NR_Tn_Kp","trial_3","control","JV1_fresh_LB","T0",3600000,5314285.71428571,6.72544489986764,493495.101258347,5.69328284594785,NA,NA,NA,NA
"82","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_JV450","T0",3e+06,4257142.85714286,6.629118224062,610564.587612366,5.7857316118681,NA,NA,NA,NA
"83","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_01_2_A05","T0",2800000,4200000,6.6232492903979,438612.531035027,5.64208103518834,NA,NA,NA,NA
"84","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_02_2_A01","T0",4e+06,4485714.28571429,6.65183160805896,337659.007642587,5.52847833977304,NA,NA,NA,NA
"85","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_02_3_A03","T0",3200000,4371428.57142857,6.64062338646732,410408.789074576,5.61321665279995,NA,NA,NA,NA
"86","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_04_3_G05","T0",2400000,4371428.57142857,6.64062338646732,673906.269346076,5.82859949662952,NA,NA,NA,NA
"87","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_04_4_B05","T0",2600000,4142857.14285714,6.6172999578847,504672.049504448,5.70300925265895,NA,NA,NA,NA
"88","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_06_1_C05","T0",3200000,4228571.42857143,6.62619367104468,476951.772401863,5.6784744670094,NA,NA,NA,NA
"89","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_08_1_A12","T0",2400000,4428571.42857143,6.64626365382002,620949.459531544,5.79305625341362,NA,NA,NA,NA
"90","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_08_1_G07","T0",2400000,3714285.71428571,6.56987530795656,433934.695234077,5.63742437551827,NA,NA,NA,NA
"91","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_11_2_G10","T0",2400000,4428571.42857143,6.64626365382002,466860.989667662,5.66918758633201,NA,NA,NA,NA
"92","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_12_4_C11","T0",2e+06,4166666.66666667,6.61978875828839,578311.719096582,5.76216199307726,NA,NA,NA,NA
"93","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_12_4_D09","T0",2400000,4085714.28571429,6.61126799311479,650065.40748882,5.81295705615417,NA,NA,NA,NA
"94","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_14_1_D06","T0",2200000,4171428.57142857,6.62028481143416,432993.06368264,5.63648093924371,NA,NA,NA,NA
"95","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_14_4_D12","T0",3e+06,4542857.14285714,6.65732907997018,467443.473973639,5.66972910092923,NA,NA,NA,NA
"96","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_14_4_G05","T0",3600000,4342857.14285714,6.6377755435945,413381.607889728,5.61635115015849,NA,NA,NA,NA
"97","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_15_2_B11","T0",2200000,3971428.57142857,6.59894675590382,506018.203001342,5.70416614000352,NA,NA,NA,NA
"98","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_15_3_E03","T0",3e+06,4628571.42857143,6.66544697019236,692034.366650855,5.84012766219697,NA,NA,NA,NA
"99","Pa14NR_Tn_Kp","trial_3","control","JV1_fresh_LB","T24",7e+09,4.7e+09,9.67209785793572,799404540.297101,8.90276661054953,1944.44444444444,1.74888345466785,41.5211197070422,1.6182690566909
"100","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_JV450","T24",1.04e+08,89142857.1428571,7.95008654966817,12060223.0324251,7.08135533938422,34.6666666666667,0,1,0
"101","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_01_2_A05","T24",3.6e+09,2998571428.57143,9.47691439856814,757031887.64514,8.87911417320768,1285.71428571429,1.56923238484595,34.1903293569285,1.53390328439436
"102","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_02_2_A01","T24",3.2e+08,180285714.285714,8.25596131489386,53106234.1805888,7.72514550622849,80,0.363177902412826,2.02992448996998,0.307479883135237
"103","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_02_3_A03","T24",2e+08,85714285.7142857,7.93305321036939,27184304.1948442,7.43431822134704,62.5,0.255967932764957,0.989437552020228,-0.00461161092586463
"104","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_04_3_G05","T24",2.6e+08,99285714.2857143,7.99688676457586,33008450.783538,7.51862514165993,108.333333333333,0.494850021680094,1.1706085921192,0.068411707456498
"105","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_04_4_B05","T24",2.8e+08,119142857.142857,8.07606801062348,31891503.997317,7.50367500097182,107.692307692308,0.492272598792283,1.4377615791527,0.157686873916691
"106","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_06_1_C05","T24",3.8e+08,275714285.714286,8.44045926899352,39812485.6496733,7.60001929313892,118.75,0.534721533717786,3.59396532434837,0.555573882590203
"107","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_08_1_A12","T24",4e+07,320857142.857143,8.50631171191118,232510053.9118,8.36644173685613,16.6666666666667,-0.318063334962762,3.65885073363221,0.563344692382984
"108","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_08_1_G07","T24",2.4e+09,3.1e+09,9.49136169383427,431497944.595888,8.63497873133097,1000,1.46008791542088,45.4198701375672,1.65724588817041
"109","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_11_2_G10","T24",4e+07,130428571.428571,8.11537273752004,42532820.4605165,7.62872418285097,16.6666666666667,-0.318063334962762,1.46073895081842,0.164572609946031
"110","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_12_4_C11","T24",3.2e+08,251666666.666667,8.40082569690952,27858770.8112026,7.44496195050544,160,0.664207898076807,3.12913491902651,0.495424289041204
"111","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_12_4_D09","T24",3e+08,269571428.571429,8.43067386015067,82813001.3782794,7.91809852499243,125,0.556997928428938,4.23853774870086,0.627216055366273
"112","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_14_1_D06","T24",4.6e+09,4457142857.14286,9.64905655400419,664349715.298868,8.82239675322746,2090.90909090909,1.78042306628025,54.8800430926926,1.73941444371384
"113","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_14_4_D12","T24",4.4e+08,135114285.714286,8.13070126966515,60181421.8626892,7.77946244428517,146.666666666667,0.626419337187407,1.27079735361642,0.104076301755534
"114","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_14_4_G05","T24",5.4e+08,154428571.428571,8.18872765393905,66596102.110608,7.82344881053075,150,0.636179174476563,1.55207015192393,0.190911347015544
"115","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_15_2_B11","T24",4.2e+08,1.35e+08,8.13033376849501,49351508.8783659,7.69330043537507,190.909090909091,0.740914524996576,1.7842482316111,0.251455274994935
"116","Pa14NR_Tn_Kp","trial_3","co-culture","JV1_15_3_E03","T24",6e+08,234428571.428571,8.37001054103884,71771415.3017883,7.85595151041925,200,0.761117911084863,2.65724366625955,0.424431380552498
"117","Pa14NR_Tn_Kp","trial_4","control","JV1_fresh_LB","T0",5200000,5314285.71428571,6.72544489986764,493495.101258347,5.69328284594785,NA,NA,NA,NA
"118","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_JV450","T0",5200000,4257142.85714286,6.629118224062,610564.587612366,5.7857316118681,NA,NA,NA,NA
"119","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_01_2_A05","T0",3800000,4200000,6.6232492903979,438612.531035027,5.64208103518834,NA,NA,NA,NA
"120","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_02_2_A01","T0",4400000,4485714.28571429,6.65183160805896,337659.007642587,5.52847833977304,NA,NA,NA,NA
"121","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_02_3_A03","T0",4400000,4371428.57142857,6.64062338646732,410408.789074576,5.61321665279995,NA,NA,NA,NA
"122","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_04_3_G05","T0",5400000,4371428.57142857,6.64062338646732,673906.269346076,5.82859949662952,NA,NA,NA,NA
"123","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_04_4_B05","T0",4400000,4142857.14285714,6.6172999578847,504672.049504448,5.70300925265895,NA,NA,NA,NA
"124","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_06_1_A01","T0",3200000,4033333.33333333,6.60566411559679,174483.364377365,5.24175402669053,NA,NA,NA,NA
"125","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_06_1_C05","T0",3600000,4228571.42857143,6.62619367104468,476951.772401863,5.6784744670094,NA,NA,NA,NA
"126","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_08_1_A12","T0",3e+06,4428571.42857143,6.64626365382002,620949.459531544,5.79305625341362,NA,NA,NA,NA
"127","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_08_1_G07","T0",3200000,3714285.71428571,6.56987530795656,433934.695234077,5.63742437551827,NA,NA,NA,NA
"128","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_11_2_A06","T0",4400000,3600000,6.55630250076729,416333.199893227,5.61944104445757,NA,NA,NA,NA
"129","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_11_2_G10","T0",3800000,4428571.42857143,6.64626365382002,466860.989667662,5.66918758633201,NA,NA,NA,NA
"130","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_12_4_C11","T0",3800000,4166666.66666667,6.61978875828839,578311.719096582,5.76216199307726,NA,NA,NA,NA
"131","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_12_4_D09","T0",4800000,4085714.28571429,6.61126799311479,650065.40748882,5.81295705615417,NA,NA,NA,NA
"132","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_14_1_D06","T0",4e+06,4171428.57142857,6.62028481143416,432993.06368264,5.63648093924371,NA,NA,NA,NA
"133","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_14_4_D12","T0",3200000,4542857.14285714,6.65732907997018,467443.473973639,5.66972910092923,NA,NA,NA,NA
"134","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_14_4_G05","T0",3e+06,4342857.14285714,6.6377755435945,413381.607889728,5.61635115015849,NA,NA,NA,NA
"135","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_15_2_B11","T0",5400000,3971428.57142857,6.59894675590382,506018.203001342,5.70416614000352,NA,NA,NA,NA
"136","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_15_3_E03","T0",3800000,4628571.42857143,6.66544697019236,692034.366650855,5.84012766219697,NA,NA,NA,NA
"137","Pa14NR_Tn_Kp","trial_4","control","JV1_fresh_LB","T24",2.6e+09,4.7e+09,9.67209785793572,799404540.297101,8.90276661054953,500,1.46073083853149,41.5211197070422,1.6182690566909
"138","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_JV450","T24",9e+07,89142857.1428571,7.95008654966817,12060223.0324251,7.08135533938422,17.3076923076923,0,1,0
"139","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_01_2_A05","T24",2.4e+09,2998571428.57143,9.47691439856814,757031887.64514,8.87911417320768,631.578947368421,1.56218847929027,34.1903293569285,1.53390328439436
"140","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_02_2_A01","T24",2.8e+08,180285714.285714,8.25596131489386,53106234.1805888,7.72514550622849,63.6363636363636,0.565466189051506,2.02992448996998,0.307479883135237
"141","Pa14NR_Tn_Kp","trial_4","co-culture","JV1_02_3_A03","T24",1.8e+08,85714285.7142857,7.93305321036939,27184304.1948442,7.43431822134704,40.9090909090909,0.373580662812593,0.989437552020228,-0.00461161092586463
